Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSG00000149932,TMEM219,0.8555386676648291,0.27138108380126547,0.13989455411788768,0.7185785553637426,-0.2373671322641691,0.23426510723947397,0.6107720698227954,-0.4135022052797768,1.0
ENSG00000149930,TAOK2,0.1025279362048397,-0.3066688920654963,0.33574345789570914,0.12856920230772845,0.33701225686360514,0.31666496407827066,0.1017953449704659,0.0958267273541682,1.0
ENSG00000149929,HIRIP3,0.1332863170662916,0.5590402481389192,0.05343080920717127,0.09510598526873064,-0.43293018425130736,0.17260040465122992,0.033931781656821966,-1.312806689710793,1.0
ENSG00000169592,INO80E,0.23353585468880153,-0.0012644454160204432,1.0,0.2430486290200894,0.08258799014644769,0.8321177743759898,0.13572712662728786,-0.6535808454941563,1.0
ENSG00000149927,DOC2A,0.005695996455824428,-0.8325099876816457,0.5903099289145874,0.010567331696525626,1.0223766545425992,0.4072995669422038,0.0,1.1896936508183904,1.0
ENSG00000149926,TLCD3B,0.0017087989367473284,-0.48458668426133755,1.0,0.0017612219494209376,0.6744533511222919,1.0,0.0,2.9552283971813678,1.0
ENSG00000149925,ALDOA,1.1585656791146886,2.022410617628014,1.3259954445027291e-33,0.283556733856771,-1.9885116616001373,5.298821588308434e-30,0.2884201440829867,-1.6535808454941565,0.3558795978491268
ENSG00000274904,AC093512.1,0.0045567971646595425,0.6853383171809746,0.6499830506610254,0.0017612219494209376,-0.4954716503200203,0.8779370369416943,0.0,1.9552283971813678,1.0
ENSG00000149923,PPP4C,0.6425084002169955,0.4516719422624582,0.02428156406371312,0.4579177068494438,-0.48127603378104156,0.021330484404458505,0.5768402881659734,-0.03339137496769595,1.0
ENSG00000149922,TBX6,0.003417597873494657,-0.2621942629248908,1.0,0.003522443898841875,0.4520609297858451,1.0,0.0,2.1072314906264173,1.0
ENSG00000090238,YPEL3,0.6430779998625779,-0.24636147269496922,0.16153768001640414,0.7749376577452126,0.26926363779979556,0.13479234569652826,0.6447038514796174,-0.0539901328480108,1.0
ENSG00000250616,AC012645.1,0.008543994683736641,1.5154133157386616,0.19413517493209662,0.0017612219494209376,-1.3255466488777081,0.28787162052342546,0.0,1.1896936508183904,1.0
ENSG00000102886,GDPD3,0.013100791848396184,-0.8996241835401833,0.2164214578960253,0.021134663393051253,0.6200055670999163,0.4403381044395341,0.05089767248523295,2.107231490626418,1.0
ENSG00000102882,MAPK3,0.16005750040866643,-0.68488533474717,0.0009701615160289992,0.27298940216024536,0.789930568542228,0.0001493367964109913,0.1017953449704659,-0.6869780553742646,1.0
ENSG00000102879,CORO1A,0.11961592557231299,-2.7464810702484637,7.719099940155364e-67,0.8365804259749454,2.6563817782002745,2.7873563899950776e-62,0.5089767248523295,0.8092880362827929,0.9659319193333278
ENSG00000261416,AC012645.3,0.0017087989367473284,-2.4845866842613384,0.02302883122117667,0.00704488779768375,1.1890265239520508,0.46239812911955414,0.05089767248523295,4.27715649206873,0.5871633153840197
ENSG00000169627,BOLA2B,0.31726700258942064,1.0101780074882392,1.1655889848359046e-06,0.1585099754478844,-0.9624102515108937,9.210596515246486e-06,0.13572712662728786,-0.8927685093735824,1.0
ENSG00000132207,SLX1A,0.013670391493978628,0.15926950551338592,0.996858135180414,0.010567331696525626,-0.21863144496119613,0.8665104244277019,0.016965890828410983,1.3229601816818546,1.0
ENSG00000261052,SULT1A3,0.007404795392571756,-0.9991598570910973,0.2950062860097136,0.01585099754478844,1.1890265239520499,0.1810328861472647,0.0,0.7535945360117173,1.0
ENSG00000198064,NPIPB13,0.0017087989367473284,-1.4845866842613384,0.35673107797229736,0.005283665848262813,1.6744533511222919,0.2995209399176527,0.0,2.4698015700111258,1.0
ENSG00000169217,CD2BP2,0.23752305220787864,-0.09915564706781876,0.7699159128281001,0.25889962656487786,0.1357138671617819,0.652264664440086,0.2035906899409318,-0.1645108470927279,1.0
ENSG00000260219,CD2BP2-DT,0.007974395038154199,0.4223039113471794,0.7699159128281001,0.005283665848262813,-0.23243724448622682,0.9537498716415593,0.0,1.1072314906264173,1.0
ENSG00000169221,TBC1D10B,0.09626234010343283,-0.8825506701812413,0.00019491018787362756,0.1725997510432519,0.7881101329178595,0.001504695279417819,0.22055658076934279,1.0184222236685616,1.0
ENSG00000274653,AC106782.5,0.0017087989367473284,-1.0695491849824945,0.7917978769046872,0.003522443898841875,1.2594158518434488,0.538273984085769,0.0,2.6921939913475734,1.0
ENSG00000180209,MYLPF,0.035884777671693895,0.3454883142963485,0.8812325827016616,0.02289588534247219,-0.6056545680704426,0.6881560876553386,0.06786356331364393,1.332298046261191,1.0
ENSG00000180035,ZNF48,0.02847998227912214,-0.3357232983468563,0.6424047401867411,0.03698566093783969,0.43344525161849656,0.47372921751604996,0.016965890828410983,0.10723149062641735,1.0
ENSG00000180096,SEPTIN1,0.10993273159741146,-1.4993836861894196,2.522027465307378e-13,0.32406483869345254,1.5263547121331584,2.30721751147369e-13,0.1866247991125208,0.2998765685688132,1.0
ENSG00000179965,ZNF771,0.1025279362048397,0.8453342013795542,0.017074164272422775,0.05459788043204907,-0.8569281093940204,0.01937089008070709,0.06786356331364393,-0.12883586760710664,1.0
ENSG00000179958,DCTPP1,0.5963708289248176,0.8073693308749643,3.2908970654372206e-06,0.3275872825922944,-0.8487731334668939,2.7158523484314816e-06,0.45807905236709656,-0.18461526502308345,1.0
ENSG00000179918,SEPHS2,0.5308668696828367,0.8342521267027834,2.979574053808837e-06,0.2853179558061919,-0.8791936091326559,2.3202809536123933e-06,0.4071813798818636,-0.1757024726450811,1.0
ENSG00000005844,ITGAL,0.02847998227912214,-2.8345291553182976,2.1363955256031915e-28,0.2148690778293544,2.7589868613339603,3.759701787610775e-27,0.11876123579887689,0.8425282644320058,1.0
ENSG00000169957,ZNF768,0.17543669083939237,1.2019138429218796,3.5995988453413096e-06,0.07573254382510032,-1.156133877173029,2.0451077390065864e-05,0.06786356331364393,-0.8603470316812047,1.0
ENSG00000169955,ZNF747,0.0666431585331458,0.07612827021313961,0.9641022122430865,0.06164276822973282,-0.08635898499828132,0.9705772648976393,0.06786356331364393,0.3416967442634409,1.0
